"REF_DATE","GEO","DGUID","Distance-capacity public transit service area","Location","Gender","Demographic and socio-economic","Sustainable Development Goals (SDGs) 11.2.1 indicator","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2021A000011124","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635378929","1.4.1.1.60.1","6865895","","","","0"
"2024","Canada","2021A000011124","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635378929","1.4.1.1.60.1","6731115","","","","0"
"2023","Canada","2021A000011124","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639402823","1.4.1.1.60.2","75.7","","","","1"
"2024","Canada","2021A000011124","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639402823","1.4.1.1.60.2","74.9","","","","1"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631842429","1.5.1.1.1.1","1913685","","","","0"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631842429","1.5.1.1.1.1","1963745","","","","0"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635866323","1.5.1.1.1.2","6.2","","","","1"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635866323","1.5.1.1.1.2","6.4","","","","1"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631923447","1.5.1.1.2.1","215530","","","","0"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631923447","1.5.1.1.2.1","221260","","","","0"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635947341","1.5.1.1.2.2","4.3","","","","1"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Proportion of population within service area","Percent","239","units","0","v1635947341","1.5.1.1.2.2","4.5","","","","1"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632004465","1.5.1.1.3.1","1397980","","","","0"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Count of population within service area","Persons","249","units","0","v1632004465","1.5.1.1.3.1","1429340","","","","0"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636028359","1.5.1.1.3.2","6.9","","","","1"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","15 to 64 years","Proportion of population within service area","Percent","239","units","0","v1636028359","1.5.1.1.3.2","7.1","","","","1"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632247519","1.5.1.1.6.1","300180","","","","0"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","65 years and over","Count of population within service area","Persons","249","units","0","v1632247519","1.5.1.1.6.1","313145","","","","0"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636271413","1.5.1.1.6.2","5.3","","","","1"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636271413","1.5.1.1.6.2","5.6","","","","1"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635056143","1.5.1.1.56.1","1655715","","","","0"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635056143","1.5.1.1.56.1","1698805","","","","0"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639080037","1.5.1.1.56.2","6.5","","","","1"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639080037","1.5.1.1.56.2","6.7","","","","1"
"2023","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635137161","1.5.1.1.57.1","1132035","","","","0"
"2024","Canada","2021A000011124","800 metres from high-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635137161","1.5.1.1.57.1","1157365","","","","0"
